Comune,CODISTAT,provincia,inizioIntervallo,fineIntervallo,classeEta,Target,Vaccinati
Roccavaldina,083073,Messina,2020-12-28,2021-06-29,70-79,105,79
Roccavaldina,083073,Messina,2020-12-28,2021-06-29,>80,80,73
Capizzi,083008,Messina,2020-12-28,2021-06-29,12-19,262,94
Capizzi,083008,Messina,2020-12-28,2021-06-29,20-29,342,224
Capizzi,083008,Messina,2020-12-28,2021-06-29,30-39,321,168
Capizzi,083008,Messina,2020-12-28,2021-06-29,40-49,380,187
Capizzi,083008,Messina,2020-12-28,2021-06-29,50-59,463,263
Capizzi,083008,Messina,2020-12-28,2021-06-29,60-69,322,202
Capizzi,083008,Messina,2020-12-28,2021-06-29,70-79,255,161
Capizzi,083008,Messina,2020-12-28,2021-06-29,>80,193,136
Torregrotta,083098,Messina,2020-12-28,2021-06-29,12-19,560,91
Torregrotta,083098,Messina,2020-12-28,2021-06-29,20-29,738,320
Torregrotta,083098,Messina,2020-12-28,2021-06-29,30-39,925,397
Torregrotta,083098,Messina,2020-12-28,2021-06-29,40-49,1140,547
Torregrotta,083098,Messina,2020-12-28,2021-06-29,50-59,1091,674
Torregrotta,083098,Messina,2020-12-28,2021-06-29,60-69,906,685
Torregrotta,083098,Messina,2020-12-28,2021-06-29,70-79,642,526
Torregrotta,083098,Messina,2020-12-28,2021-06-29,>80,439,376
Rodì Milici,083075,Messina,2020-12-28,2021-06-29,12-19,136,19
Rodì Milici,083075,Messina,2020-12-28,2021-06-29,20-29,229,93
Rodì Milici,083075,Messina,2020-12-28,2021-06-29,30-39,241,99
Rodì Milici,083075,Messina,2020-12-28,2021-06-29,40-49,251,125
Rodì Milici,083075,Messina,2020-12-28,2021-06-29,50-59,299,193
Rodì Milici,083075,Messina,2020-12-28,2021-06-29,60-69,271,184
Rodì Milici,083075,Messina,2020-12-28,2021-06-29,70-79,208,143
Rodì Milici,083075,Messina,2020-12-28,2021-06-29,>80,175,155
Floresta,083022,Messina,2020-12-28,2021-06-29,12-19,21,3
Floresta,083022,Messina,2020-12-28,2021-06-29,20-29,57,28
Floresta,083022,Messina,2020-12-28,2021-06-29,30-39,36,12
Floresta,083022,Messina,2020-12-28,2021-06-29,40-49,57,30
Floresta,083022,Messina,2020-12-28,2021-06-29,50-59,76,50
Floresta,083022,Messina,2020-12-28,2021-06-29,60-69,62,31
Floresta,083022,Messina,2020-12-28,2021-06-29,70-79,49,37
Floresta,083022,Messina,2020-12-28,2021-06-29,>80,59,41
Letojanni,083038,Messina,2020-12-28,2021-06-29,12-19,213,38
Letojanni,083038,Messina,2020-12-28,2021-06-29,20-29,249,105
Letojanni,083038,Messina,2020-12-28,2021-06-29,30-39,354,146
Letojanni,083038,Messina,2020-12-28,2021-06-29,40-49,413,226
Letojanni,083038,Messina,2020-12-28,2021-06-29,50-59,427,262
Letojanni,083038,Messina,2020-12-28,2021-06-29,60-69,367,250
Letojanni,083038,Messina,2020-12-28,2021-06-29,70-79,259,207
Letojanni,083038,Messina,2020-12-28,2021-06-29,>80,178,121
Novara di Sicilia,083062,Messina,2020-12-28,2021-06-29,12-19,65,12
Novara di Sicilia,083062,Messina,2020-12-28,2021-06-29,20-29,114,47
Novara di Sicilia,083062,Messina,2020-12-28,2021-06-29,30-39,125,49
Novara di Sicilia,083062,Messina,2020-12-28,2021-06-29,40-49,163,89
Novara di Sicilia,083062,Messina,2020-12-28,2021-06-29,50-59,158,99
Novara di Sicilia,083062,Messina,2020-12-28,2021-06-29,60-69,161,96
Novara di Sicilia,083062,Messina,2020-12-28,2021-06-29,70-79,153,106
Novara di Sicilia,083062,Messina,2020-12-28,2021-06-29,>80,173,114
Montalbano Elicona,083057,Messina,2020-12-28,2021-06-29,12-19,137,20
Montalbano Elicona,083057,Messina,2020-12-28,2021-06-29,20-29,204,74
Montalbano Elicona,083057,Messina,2020-12-28,2021-06-29,30-39,206,65
Montalbano Elicona,083057,Messina,2020-12-28,2021-06-29,40-49,253,116
Montalbano Elicona,083057,Messina,2020-12-28,2021-06-29,50-59,317,150
Montalbano Elicona,083057,Messina,2020-12-28,2021-06-29,60-69,271,202
Montalbano Elicona,083057,Messina,2020-12-28,2021-06-29,70-79,247,211
Montalbano Elicona,083057,Messina,2020-12-28,2021-06-29,>80,276,213
Lipari,083041,Messina,2020-12-28,2021-06-29,12-19,840,138
Lipari,083041,Messina,2020-12-28,2021-06-29,20-29,1220,631
Lipari,083041,Messina,2020-12-28,2021-06-29,30-39,1586,847
Lipari,083041,Messina,2020-12-28,2021-06-29,40-49,1818,985
Lipari,083041,Messina,2020-12-28,2021-06-29,50-59,2097,1164
Lipari,083041,Messina,2020-12-28,2021-06-29,60-69,1819,1134
Lipari,083041,Messina,2020-12-28,2021-06-29,70-79,1089,749
Lipari,083041,Messina,2020-12-28,2021-06-29,>80,692,489
Acquedolci,083107,Messina,2020-12-28,2021-06-29,12-19,441,140
Acquedolci,083107,Messina,2020-12-28,2021-06-29,20-29,605,261
Acquedolci,083107,Messina,2020-12-28,2021-06-29,30-39,672,274
Acquedolci,083107,Messina,2020-12-28,2021-06-29,40-49,758,399
Acquedolci,083107,Messina,2020-12-28,2021-06-29,50-59,901,524
Acquedolci,083107,Messina,2020-12-28,2021-06-29,60-69,715,479
Acquedolci,083107,Messina,2020-12-28,2021-06-29,70-79,499,378
Acquedolci,083107,Messina,2020-12-28,2021-06-29,>80,371,265
Caronia,083011,Messina,2020-12-28,2021-06-29,12-19,231,56
Caronia,083011,Messina,2020-12-28,2021-06-29,20-29,331,154
Caronia,083011,Messina,2020-12-28,2021-06-29,30-39,305,121
Caronia,083011,Messina,2020-12-28,2021-06-29,40-49,386,185
Caronia,083011,Messina,2020-12-28,2021-06-29,50-59,536,302
Caronia,083011,Messina,2020-12-28,2021-06-29,60-69,405,280
Caronia,083011,Messina,2020-12-28,2021-06-29,70-79,308,212
Caronia,083011,Messina,2020-12-28,2021-06-29,>80,310,224
Condrò,083018,Messina,2020-12-28,2021-06-29,12-19,27,5
Condrò,083018,Messina,2020-12-28,2021-06-29,20-29,39,20
Condrò,083018,Messina,2020-12-28,2021-06-29,30-39,62,27
Condrò,083018,Messina,2020-12-28,2021-06-29,40-49,49,20
Condrò,083018,Messina,2020-12-28,2021-06-29,50-59,64,39
Condrò,083018,Messina,2020-12-28,2021-06-29,60-69,66,45
Condrò,083018,Messina,2020-12-28,2021-06-29,70-79,52,38
Condrò,083018,Messina,2020-12-28,2021-06-29,>80,50,29
Cesarò,083017,Messina,2020-12-28,2021-06-29,12-19,177,34
Cesarò,083017,Messina,2020-12-28,2021-06-29,20-29,235,113
Cesarò,083017,Messina,2020-12-28,2021-06-29,30-39,228,80
Cesarò,083017,Messina,2020-12-28,2021-06-29,40-49,286,144
Cesarò,083017,Messina,2020-12-28,2021-06-29,50-59,325,218
Cesarò,083017,Messina,2020-12-28,2021-06-29,60-69,309,179
Cesarò,083017,Messina,2020-12-28,2021-06-29,70-79,209,157
Cesarò,083017,Messina,2020-12-28,2021-06-29,>80,213,151
Patti,083066,Messina,2020-12-28,2021-06-29,12-19,966,161
Patti,083066,Messina,2020-12-28,2021-06-29,20-29,1244,508
Patti,083066,Messina,2020-12-28,2021-06-29,30-39,1506,597
Patti,083066,Messina,2020-12-28,2021-06-29,40-49,1923,935
Patti,083066,Messina,2020-12-28,2021-06-29,50-59,1929,1160
Patti,083066,Messina,2020-12-28,2021-06-29,60-69,1727,1183
Patti,083066,Messina,2020-12-28,2021-06-29,70-79,1349,985
Patti,083066,Messina,2020-12-28,2021-06-29,>80,950,763
San Piero Patti,083081,Messina,2020-12-28,2021-06-29,12-19,187,29
San Piero Patti,083081,Messina,2020-12-28,2021-06-29,20-29,246,95
San Piero Patti,083081,Messina,2020-12-28,2021-06-29,30-39,316,116
San Piero Patti,083081,Messina,2020-12-28,2021-06-29,40-49,377,166
San Piero Patti,083081,Messina,2020-12-28,2021-06-29,50-59,386,227
San Piero Patti,083081,Messina,2020-12-28,2021-06-29,60-69,405,275
San Piero Patti,083081,Messina,2020-12-28,2021-06-29,70-79,277,215
San Piero Patti,083081,Messina,2020-12-28,2021-06-29,>80,267,211
Milazzo,083049,Messina,2020-12-28,2021-06-29,12-19,2154,366
Milazzo,083049,Messina,2020-12-28,2021-06-29,20-29,3026,1235
Milazzo,083049,Messina,2020-12-28,2021-06-29,30-39,3261,1379
Milazzo,083049,Messina,2020-12-28,2021-06-29,40-49,4409,2158
Milazzo,083049,Messina,2020-12-28,2021-06-29,50-59,4897,2843
Milazzo,083049,Messina,2020-12-28,2021-06-29,60-69,3930,2591
Milazzo,083049,Messina,2020-12-28,2021-06-29,70-79,3365,2417
Milazzo,083049,Messina,2020-12-28,2021-06-29,>80,2178,1763
Monforte San Giorgio,083054,Messina,2020-12-28,2021-06-29,12-19,177,26
Monforte San Giorgio,083054,Messina,2020-12-28,2021-06-29,20-29,251,98
Monforte San Giorgio,083054,Messina,2020-12-28,2021-06-29,30-39,307,126
Monforte San Giorgio,083054,Messina,2020-12-28,2021-06-29,40-49,349,156
Monforte San Giorgio,083054,Messina,2020-12-28,2021-06-29,50-59,406,230
Monforte San Giorgio,083054,Messina,2020-12-28,2021-06-29,60-69,383,258
Monforte San Giorgio,083054,Messina,2020-12-28,2021-06-29,70-79,271,194
Monforte San Giorgio,083054,Messina,2020-12-28,2021-06-29,>80,222,190
Capri Leone,083010,Messina,2020-12-28,2021-06-29,12-19,377,71
Capri Leone,083010,Messina,2020-12-28,2021-06-29,20-29,529,229
Capri Leone,083010,Messina,2020-12-28,2021-06-29,30-39,543,249
Capri Leone,083010,Messina,2020-12-28,2021-06-29,40-49,603,316
Capri Leone,083010,Messina,2020-12-28,2021-06-29,50-59,696,392
Capri Leone,083010,Messina,2020-12-28,2021-06-29,60-69,591,417
Capri Leone,083010,Messina,2020-12-28,2021-06-29,70-79,353,269
Capri Leone,083010,Messina,2020-12-28,2021-06-29,>80,211,152
Graniti,083034,Messina,2020-12-28,2021-06-29,12-19,111,15
Graniti,083034,Messina,2020-12-28,2021-06-29,20-29,151,55
Graniti,083034,Messina,2020-12-28,2021-06-29,30-39,186,80
Graniti,083034,Messina,2020-12-28,2021-06-29,40-49,180,86
Graniti,083034,Messina,2020-12-28,2021-06-29,50-59,223,115
Graniti,083034,Messina,2020-12-28,2021-06-29,60-69,187,128
Graniti,083034,Messina,2020-12-28,2021-06-29,70-79,141,103
Graniti,083034,Messina,2020-12-28,2021-06-29,>80,124,111
Naso,083060,Messina,2020-12-28,2021-06-29,12-19,219,28
Naso,083060,Messina,2020-12-28,2021-06-29,20-29,357,137
Naso,083060,Messina,2020-12-28,2021-06-29,30-39,410,144
Naso,083060,Messina,2020-12-28,2021-06-29,40-49,443,180
Naso,083060,Messina,2020-12-28,2021-06-29,50-59,546,293
Naso,083060,Messina,2020-12-28,2021-06-29,60-69,573,384
Naso,083060,Messina,2020-12-28,2021-06-29,70-79,411,309
Naso,083060,Messina,2020-12-28,2021-06-29,>80,331,271
Saponara,083092,Messina,2020-12-28,2021-06-29,12-19,256,35
Saponara,083092,Messina,2020-12-28,2021-06-29,20-29,405,149
Saponara,083092,Messina,2020-12-28,2021-06-29,30-39,428,167
Saponara,083092,Messina,2020-12-28,2021-06-29,40-49,504,212
Saponara,083092,Messina,2020-12-28,2021-06-29,50-59,606,343
Saponara,083092,Messina,2020-12-28,2021-06-29,60-69,571,371
Saponara,083092,Messina,2020-12-28,2021-06-29,70-79,366,307
Saponara,083092,Messina,2020-12-28,2021-06-29,>80,275,220
Roccalumera,083072,Messina,2020-12-28,2021-06-29,12-19,287,33
Roccalumera,083072,Messina,2020-12-28,2021-06-29,20-29,373,129
Roccalumera,083072,Messina,2020-12-28,2021-06-29,30-39,485,163
Roccalumera,083072,Messina,2020-12-28,2021-06-29,40-49,548,232
Roccalumera,083072,Messina,2020-12-28,2021-06-29,50-59,615,333
Roccalumera,083072,Messina,2020-12-28,2021-06-29,60-69,552,397
Roccalumera,083072,Messina,2020-12-28,2021-06-29,70-79,423,332
Roccalumera,083072,Messina,2020-12-28,2021-06-29,>80,312,267
Santo Stefano di Camastra,083091,Messina,2020-12-28,2021-06-29,12-19,306,77
Santo Stefano di Camastra,083091,Messina,2020-12-28,2021-06-29,20-29,455,207
Santo Stefano di Camastra,083091,Messina,2020-12-28,2021-06-29,30-39,527,188
Santo Stefano di Camastra,083091,Messina,2020-12-28,2021-06-29,40-49,654,294
Santo Stefano di Camastra,083091,Messina,2020-12-28,2021-06-29,50-59,681,381
Santo Stefano di Camastra,083091,Messina,2020-12-28,2021-06-29,60-69,618,385
Santo Stefano di Camastra,083091,Messina,2020-12-28,2021-06-29,70-79,477,333
Santo Stefano di Camastra,083091,Messina,2020-12-28,2021-06-29,>80,355,260
Taormina,083097,Messina,2020-12-28,2021-06-29,12-19,756,163
Taormina,083097,Messina,2020-12-28,2021-06-29,20-29,1052,451
Taormina,083097,Messina,2020-12-28,2021-06-29,30-39,1216,516
Taormina,083097,Messina,2020-12-28,2021-06-29,40-49,1571,739
Taormina,083097,Messina,2020-12-28,2021-06-29,50-59,1714,953
Taormina,083097,Messina,2020-12-28,2021-06-29,60-69,1509,961
Taormina,083097,Messina,2020-12-28,2021-06-29,70-79,1037,667
Taormina,083097,Messina,2020-12-28,2021-06-29,>80,715,532
Messina,083048,Messina,2020-12-28,2021-06-29,12-19,17159,2857
Messina,083048,Messina,2020-12-28,2021-06-29,20-29,24037,9536
Messina,083048,Messina,2020-12-28,2021-06-29,30-39,25935,9313
Messina,083048,Messina,2020-12-28,2021-06-29,40-49,31556,14579
Messina,083048,Messina,2020-12-28,2021-06-29,50-59,35100,19844
Messina,083048,Messina,2020-12-28,2021-06-29,60-69,30422,19609
Messina,083048,Messina,2020-12-28,2021-06-29,70-79,23631,17055
Messina,083048,Messina,2020-12-28,2021-06-29,>80,16062,12363
Mazzarrà Sant'Andrea,083046,Messina,2020-12-28,2021-06-29,12-19,93,13
Mazzarrà Sant'Andrea,083046,Messina,2020-12-28,2021-06-29,20-29,146,45
Mazzarrà Sant'Andrea,083046,Messina,2020-12-28,2021-06-29,30-39,182,66
Mazzarrà Sant'Andrea,083046,Messina,2020-12-28,2021-06-29,40-49,169,79
Mazzarrà Sant'Andrea,083046,Messina,2020-12-28,2021-06-29,50-59,217,114
Mazzarrà Sant'Andrea,083046,Messina,2020-12-28,2021-06-29,60-69,190,132
Mazzarrà Sant'Andrea,083046,Messina,2020-12-28,2021-06-29,70-79,155,103
Mazzarrà Sant'Andrea,083046,Messina,2020-12-28,2021-06-29,>80,127,107
Santa Lucia del Mela,083086,Messina,2020-12-28,2021-06-29,12-19,360,60
Santa Lucia del Mela,083086,Messina,2020-12-28,2021-06-29,20-29,437,155
Santa Lucia del Mela,083086,Messina,2020-12-28,2021-06-29,30-39,564,184
Santa Lucia del Mela,083086,Messina,2020-12-28,2021-06-29,40-49,690,298
Santa Lucia del Mela,083086,Messina,2020-12-28,2021-06-29,50-59,648,375
Santa Lucia del Mela,083086,Messina,2020-12-28,2021-06-29,60-69,587,399
Santa Lucia del Mela,083086,Messina,2020-12-28,2021-06-29,70-79,407,317
Santa Lucia del Mela,083086,Messina,2020-12-28,2021-06-29,>80,359,295
Villafranca Tirrena,083105,Messina,2020-12-28,2021-06-29,12-19,595,85
Villafranca Tirrena,083105,Messina,2020-12-28,2021-06-29,20-29,926,281
Villafranca Tirrena,083105,Messina,2020-12-28,2021-06-29,30-39,879,281
Villafranca Tirrena,083105,Messina,2020-12-28,2021-06-29,40-49,1188,489
Villafranca Tirrena,083105,Messina,2020-12-28,2021-06-29,50-59,1338,761
Villafranca Tirrena,083105,Messina,2020-12-28,2021-06-29,60-69,1124,757
Villafranca Tirrena,083105,Messina,2020-12-28,2021-06-29,70-79,882,673
Villafranca Tirrena,083105,Messina,2020-12-28,2021-06-29,>80,602,523
Francavilla di Sicilia,083025,Messina,2020-12-28,2021-06-29,12-19,253,31
Francavilla di Sicilia,083025,Messina,2020-12-28,2021-06-29,20-29,334,122
Francavilla di Sicilia,083025,Messina,2020-12-28,2021-06-29,30-39,403,145
Francavilla di Sicilia,083025,Messina,2020-12-28,2021-06-29,40-49,486,178
Francavilla di Sicilia,083025,Messina,2020-12-28,2021-06-29,50-59,562,294
Francavilla di Sicilia,083025,Messina,2020-12-28,2021-06-29,60-69,533,355
Francavilla di Sicilia,083025,Messina,2020-12-28,2021-06-29,70-79,380,285
Francavilla di Sicilia,083025,Messina,2020-12-28,2021-06-29,>80,337,266
Gualtieri Sicaminò,083035,Messina,2020-12-28,2021-06-29,12-19,106,18
Gualtieri Sicaminò,083035,Messina,2020-12-28,2021-06-29,20-29,170,67
Gualtieri Sicaminò,083035,Messina,2020-12-28,2021-06-29,30-39,175,67
Gualtieri Sicaminò,083035,Messina,2020-12-28,2021-06-29,40-49,229,91
Gualtieri Sicaminò,083035,Messina,2020-12-28,2021-06-29,50-59,218,111
Gualtieri Sicaminò,083035,Messina,2020-12-28,2021-06-29,60-69,240,162
Gualtieri Sicaminò,083035,Messina,2020-12-28,2021-06-29,70-79,199,135
Gualtieri Sicaminò,083035,Messina,2020-12-28,2021-06-29,>80,134,96
Sant'Angelo di Brolo,083088,Messina,2020-12-28,2021-06-29,12-19,175,18
Sant'Angelo di Brolo,083088,Messina,2020-12-28,2021-06-29,20-29,304,111
Sant'Angelo di Brolo,083088,Messina,2020-12-28,2021-06-29,30-39,357,128
Sant'Angelo di Brolo,083088,Messina,2020-12-28,2021-06-29,40-49,336,156
Sant'Angelo di Brolo,083088,Messina,2020-12-28,2021-06-29,50-59,420,176
Sant'Angelo di Brolo,083088,Messina,2020-12-28,2021-06-29,60-69,421,268
Sant'Angelo di Brolo,083088,Messina,2020-12-28,2021-06-29,70-79,309,214
Sant'Angelo di Brolo,083088,Messina,2020-12-28,2021-06-29,>80,323,269
Librizzi,083039,Messina,2020-12-28,2021-06-29,12-19,112,8
Librizzi,083039,Messina,2020-12-28,2021-06-29,20-29,158,57
Librizzi,083039,Messina,2020-12-28,2021-06-29,30-39,194,67
Librizzi,083039,Messina,2020-12-28,2021-06-29,40-49,193,87
Librizzi,083039,Messina,2020-12-28,2021-06-29,50-59,221,129
Librizzi,083039,Messina,2020-12-28,2021-06-29,60-69,253,160
Librizzi,083039,Messina,2020-12-28,2021-06-29,70-79,177,126
Librizzi,083039,Messina,2020-12-28,2021-06-29,>80,167,112
Spadafora,083096,Messina,2020-12-28,2021-06-29,12-19,306,44
Spadafora,083096,Messina,2020-12-28,2021-06-29,20-29,510,173
Spadafora,083096,Messina,2020-12-28,2021-06-29,30-39,603,204
Spadafora,083096,Messina,2020-12-28,2021-06-29,40-49,622,261
Spadafora,083096,Messina,2020-12-28,2021-06-29,50-59,790,424
Spadafora,083096,Messina,2020-12-28,2021-06-29,60-69,682,461
Spadafora,083096,Messina,2020-12-28,2021-06-29,70-79,516,390
Spadafora,083096,Messina,2020-12-28,2021-06-29,>80,362,256
Merì,083047,Messina,2020-12-28,2021-06-29,12-19,188,30
Merì,083047,Messina,2020-12-28,2021-06-29,20-29,261,90
Merì,083047,Messina,2020-12-28,2021-06-29,30-39,311,114
Merì,083047,Messina,2020-12-28,2021-06-29,40-49,370,171
Merì,083047,Messina,2020-12-28,2021-06-29,50-59,342,197
Merì,083047,Messina,2020-12-28,2021-06-29,60-69,273,185
Merì,083047,Messina,2020-12-28,2021-06-29,70-79,179,135
Merì,083047,Messina,2020-12-28,2021-06-29,>80,123,105
Montagnareale,083056,Messina,2020-12-28,2021-06-29,12-19,108,22
Montagnareale,083056,Messina,2020-12-28,2021-06-29,20-29,141,51
Montagnareale,083056,Messina,2020-12-28,2021-06-29,30-39,178,60
Montagnareale,083056,Messina,2020-12-28,2021-06-29,40-49,178,79
Montagnareale,083056,Messina,2020-12-28,2021-06-29,50-59,238,137
Montagnareale,083056,Messina,2020-12-28,2021-06-29,60-69,209,130
Montagnareale,083056,Messina,2020-12-28,2021-06-29,70-79,139,92
Montagnareale,083056,Messina,2020-12-28,2021-06-29,>80,137,95
Furci Siculo,083027,Messina,2020-12-28,2021-06-29,12-19,257,42
Furci Siculo,083027,Messina,2020-12-28,2021-06-29,20-29,303,113
Furci Siculo,083027,Messina,2020-12-28,2021-06-29,30-39,406,142
Furci Siculo,083027,Messina,2020-12-28,2021-06-29,40-49,427,187
Furci Siculo,083027,Messina,2020-12-28,2021-06-29,50-59,517,254
Furci Siculo,083027,Messina,2020-12-28,2021-06-29,60-69,448,289
Furci Siculo,083027,Messina,2020-12-28,2021-06-29,70-79,314,254
Furci Siculo,083027,Messina,2020-12-28,2021-06-29,>80,219,152
Pagliara,083065,Messina,2020-12-28,2021-06-29,12-19,80,10
Pagliara,083065,Messina,2020-12-28,2021-06-29,20-29,122,39
Pagliara,083065,Messina,2020-12-28,2021-06-29,30-39,141,45
Pagliara,083065,Messina,2020-12-28,2021-06-29,40-49,153,53
Pagliara,083065,Messina,2020-12-28,2021-06-29,50-59,162,95
Pagliara,083065,Messina,2020-12-28,2021-06-29,60-69,127,80
Pagliara,083065,Messina,2020-12-28,2021-06-29,70-79,127,96
Pagliara,083065,Messina,2020-12-28,2021-06-29,>80,98,82
Rometta,083076,Messina,2020-12-28,2021-06-29,12-19,482,73
Rometta,083076,Messina,2020-12-28,2021-06-29,20-29,613,218
Rometta,083076,Messina,2020-12-28,2021-06-29,30-39,745,249
Rometta,083076,Messina,2020-12-28,2021-06-29,40-49,1034,462
Rometta,083076,Messina,2020-12-28,2021-06-29,50-59,1015,525
Rometta,083076,Messina,2020-12-28,2021-06-29,60-69,886,553
Rometta,083076,Messina,2020-12-28,2021-06-29,70-79,646,470
Rometta,083076,Messina,2020-12-28,2021-06-29,>80,434,347
Gioiosa Marea,083033,Messina,2020-12-28,2021-06-29,12-19,438,80
Gioiosa Marea,083033,Messina,2020-12-28,2021-06-29,20-29,759,275
Gioiosa Marea,083033,Messina,2020-12-28,2021-06-29,30-39,822,282
Gioiosa Marea,083033,Messina,2020-12-28,2021-06-29,40-49,929,407
Gioiosa Marea,083033,Messina,2020-12-28,2021-06-29,50-59,1065,574
Gioiosa Marea,083033,Messina,2020-12-28,2021-06-29,60-69,985,572
Gioiosa Marea,083033,Messina,2020-12-28,2021-06-29,70-79,721,505
Gioiosa Marea,083033,Messina,2020-12-28,2021-06-29,>80,533,395
San Fratello,083078,Messina,2020-12-28,2021-06-29,12-19,252,49
San Fratello,083078,Messina,2020-12-28,2021-06-29,20-29,402,167
San Fratello,083078,Messina,2020-12-28,2021-06-29,30-39,397,146
San Fratello,083078,Messina,2020-12-28,2021-06-29,40-49,367,162
San Fratello,083078,Messina,2020-12-28,2021-06-29,50-59,611,295
San Fratello,083078,Messina,2020-12-28,2021-06-29,60-69,487,302
San Fratello,083078,Messina,2020-12-28,2021-06-29,70-79,290,192
San Fratello,083078,Messina,2020-12-28,2021-06-29,>80,298,205
Sinagra,083095,Messina,2020-12-28,2021-06-29,12-19,192,30
Sinagra,083095,Messina,2020-12-28,2021-06-29,20-29,291,115
Sinagra,083095,Messina,2020-12-28,2021-06-29,30-39,280,108
Sinagra,083095,Messina,2020-12-28,2021-06-29,40-49,358,167
Sinagra,083095,Messina,2020-12-28,2021-06-29,50-59,410,175
Sinagra,083095,Messina,2020-12-28,2021-06-29,60-69,377,240
Sinagra,083095,Messina,2020-12-28,2021-06-29,70-79,234,150
Sinagra,083095,Messina,2020-12-28,2021-06-29,>80,189,145
San Filippo del Mela,083077,Messina,2020-12-28,2021-06-29,12-19,513,85
San Filippo del Mela,083077,Messina,2020-12-28,2021-06-29,20-29,738,251
San Filippo del Mela,083077,Messina,2020-12-28,2021-06-29,30-39,845,306
San Filippo del Mela,083077,Messina,2020-12-28,2021-06-29,40-49,982,416
San Filippo del Mela,083077,Messina,2020-12-28,2021-06-29,50-59,1062,550
San Filippo del Mela,083077,Messina,2020-12-28,2021-06-29,60-69,894,551
San Filippo del Mela,083077,Messina,2020-12-28,2021-06-29,70-79,624,474
San Filippo del Mela,083077,Messina,2020-12-28,2021-06-29,>80,412,296
Giardini-Naxos,083032,Messina,2020-12-28,2021-06-29,12-19,643,83
Giardini-Naxos,083032,Messina,2020-12-28,2021-06-29,20-29,897,316
Giardini-Naxos,083032,Messina,2020-12-28,2021-06-29,30-39,1137,402
Giardini-Naxos,083032,Messina,2020-12-28,2021-06-29,40-49,1388,592
Giardini-Naxos,083032,Messina,2020-12-28,2021-06-29,50-59,1515,793
Giardini-Naxos,083032,Messina,2020-12-28,2021-06-29,60-69,1253,726
Giardini-Naxos,083032,Messina,2020-12-28,2021-06-29,70-79,967,663
Giardini-Naxos,083032,Messina,2020-12-28,2021-06-29,>80,570,440
Valdina,083103,Messina,2020-12-28,2021-06-29,12-19,105,18
Valdina,083103,Messina,2020-12-28,2021-06-29,20-29,131,53
Valdina,083103,Messina,2020-12-28,2021-06-29,30-39,165,52
Valdina,083103,Messina,2020-12-28,2021-06-29,40-49,184,81
Valdina,083103,Messina,2020-12-28,2021-06-29,50-59,219,119
Valdina,083103,Messina,2020-12-28,2021-06-29,60-69,158,100
Valdina,083103,Messina,2020-12-28,2021-06-29,70-79,121,76
Valdina,083103,Messina,2020-12-28,2021-06-29,>80,95,65
Sant'Alessio Siculo,083085,Messina,2020-12-28,2021-06-29,12-19,91,10
Sant'Alessio Siculo,083085,Messina,2020-12-28,2021-06-29,20-29,139,60
Sant'Alessio Siculo,083085,Messina,2020-12-28,2021-06-29,30-39,202,66
Sant'Alessio Siculo,083085,Messina,2020-12-28,2021-06-29,40-49,205,75
Sant'Alessio Siculo,083085,Messina,2020-12-28,2021-06-29,50-59,242,150
Sant'Alessio Siculo,083085,Messina,2020-12-28,2021-06-29,60-69,215,120
Sant'Alessio Siculo,083085,Messina,2020-12-28,2021-06-29,70-79,164,106
Sant'Alessio Siculo,083085,Messina,2020-12-28,2021-06-29,>80,102,62
Oliveri,083063,Messina,2020-12-28,2021-06-29,12-19,139,14
Oliveri,083063,Messina,2020-12-28,2021-06-29,20-29,196,55
Oliveri,083063,Messina,2020-12-28,2021-06-29,30-39,234,64
Oliveri,083063,Messina,2020-12-28,2021-06-29,40-49,280,110
Oliveri,083063,Messina,2020-12-28,2021-06-29,50-59,282,138
Oliveri,083063,Messina,2020-12-28,2021-06-29,60-69,303,183
Oliveri,083063,Messina,2020-12-28,2021-06-29,70-79,270,191
Oliveri,083063,Messina,2020-12-28,2021-06-29,>80,183,143
Nizza di Sicilia,083061,Messina,2020-12-28,2021-06-29,12-19,255,37
Nizza di Sicilia,083061,Messina,2020-12-28,2021-06-29,20-29,370,128
Nizza di Sicilia,083061,Messina,2020-12-28,2021-06-29,30-39,448,148
Nizza di Sicilia,083061,Messina,2020-12-28,2021-06-29,40-49,470,205
Nizza di Sicilia,083061,Messina,2020-12-28,2021-06-29,50-59,588,274
Nizza di Sicilia,083061,Messina,2020-12-28,2021-06-29,60-69,506,333
Nizza di Sicilia,083061,Messina,2020-12-28,2021-06-29,70-79,367,258
Nizza di Sicilia,083061,Messina,2020-12-28,2021-06-29,>80,234,155
Venetico,083104,Messina,2020-12-28,2021-06-29,12-19,307,41
Venetico,083104,Messina,2020-12-28,2021-06-29,20-29,383,126
Venetico,083104,Messina,2020-12-28,2021-06-29,30-39,494,167
Venetico,083104,Messina,2020-12-28,2021-06-29,40-49,623,267
Venetico,083104,Messina,2020-12-28,2021-06-29,50-59,578,301
Venetico,083104,Messina,2020-12-28,2021-06-29,60-69,550,334
Venetico,083104,Messina,2020-12-28,2021-06-29,70-79,376,247
Venetico,083104,Messina,2020-12-28,2021-06-29,>80,237,202
Santa Teresa di Riva,083089,Messina,2020-12-28,2021-06-29,12-19,701,104
